product_id,id,title,content,rating
57825125,11503646,Bình thường,"Độ hoàn thiện sản phẩm không được tốt, sử dụng rất nóng tay",3
57825125,12759810,Không hài lòng,cảm biến đèn hỏng sau 2 tháng sử dụng.,2
57825125,10694280,Rất không hài lòng,Chuột sử dụng được 2 tuần xong tậm tịt lúc được lúc không,1
57825125,9446033,Không hài lòng,"Cầm không thoải mái, mỏi tay, nắp đậy pin rất lỏng rớt ra liên tục",2
57825125,12448423,Bình thường,"chất lượng tạm ổn thôi, hơi nhẹ.",3
57825125,13339107,Rất không hài lòng,Mua đc 3 ngày hỏng con lăn,1
57825125,10970494,Bình thường,"sản phẩm hoàn thiện kém, nhìn rất thô và lỏng lẻo",3
57825125,11000491,Bình thường,Sau hai tuần chuột bị lỗi nhấn đúp,3
57825125,12009421,Bình thường,Dùng cực kỳ chập chờn!,3
57825125,11058695,Rất không hài lòng,kéo giống như con chuột bị chết.,1
57825125,10450646,Rất không hài lòng,không có bao bì  nhản mác rỏ ràng,1
57825125,9479230,Bình thường,"k mượt, cầm nắm k thoải mái.",3
2054629,12887725,Bình thường,"Vừa nhận hàng và unbox thì chất lượng dây tốt
Mình đánh giá 3 sao vì giao hàng quá chậm. Mình không cần biết tiki đang thiếu nhân lực ở mảng shipping hay ntn nhưng khách hàng đã đặt hàng thì nên giải quyết xong cho sớm (outsource cho GHTK, GHN, Grab. v.v.)
Mình mua dây này từ 24/09/2021 đến tận 28/10/2021 mới giao bằng anh Grab (mình nhắn lên hệ thống complain thì mới được supports)
Để hàng trong kho miết mà cái hộp bên ngoài thì rách còn bên trong thì móp nhé
Mình luôn tin tưởng Tiki hơn ~ sàn TMDD khác về chất lượng sản phẩm
Nhưng lần này mình muốn Tiki quan tâm đến người dùng hơn nhé
Trước ngày 1/10 là shipper đã được chạy rồi nên cố gắng giải quyết đơn hàng sớm hơn nhé
Thân chào",3
2054629,18839669,Không hài lòng,"Hộp ko nguyên,  bọc nhựa dây cáp lủng 1 lỗ dây lòi ra ngoài có dấu hiệu đã bóc ra, không biết hàng nhận đc thật hay giả? Gắn vào màn hình bị sọc màu nhẹ, nhìn khó chịu",2
2054629,12709288,Không hài lòng,Không đúng loại mình cần . Chịu,2
2054629,2559250,Hỗ trợ đổi trả chưa tốt,"Cáp cắm từ DVI sang HDMI không được. Có đăng ký đổi trả và nhận được email lẫn điện thoại xác nhận sẽ có nhân viên đến lấy sản phẩm về kiểm tra. Nhưng sau 2 tuần vẫn chưa có nhân viên đến lấy, gọi điện số *** tiki nhờ hỗ trợ thì nhận được thông báo sẽ chuyển yêu cầu để xử lý sớm. Hiện tại sau 3 tuần vẫn chưa xử lý xong.",1
2054629,2378537,Dịch vụ quá tệ,"Order 31 tháng 7 kèm cái ổ điện. Sau 10 ngày thì báo là ổ điện ko có hàng mình hủy đơn đơn trong khi mình ko có hủy rồi bỏ ổ điện ra trong khi mình ko hề hủy. Email thì cũng không được ai phản hồi. Rồi sau đó bỏ ổ cắm điện ra bảo là không có hàng ( Tiki NOW vẫn còn hàng???? WTF???? ) rồi hẹn lại 12 giao hàng. Đã trễ hơn 10 ngày còn ko chuyển giao nhanh được. Rồi 12 lại delay tiếp tới 14. Dịch vụ quá tệ, không hề có 1 cuộc điện thoại hay email giải thích cho người order là mình mà chỉ báo cho người nhận và mình vẫn chưa nhận được tiền hoàn lại từ tiki. Tiếc ko có 0 sao chứ 1 sao vẫn là quá cao so với trải nghiệm dịch vụ của mình lần này.",1
2054629,17036004,Rất không hài lòng,mua về không dùng được có được đổi không,1
2054629,10472252,Rất không hài lòng,"Tiki giao trễ hết lần này đêns lần khác
Gọi điện tổng đài thì bỏ mặc khách hàng
làm ăn kiểu đó sớm muộn cũng sp",1
2054629,4682862,Không hài lòng,"cáp hdmi ra dvi mà gắn ko vào đc, thử dùng cáp hdmi khác thì gắn vào thì đc. Có đổi lại được ko tiki?",2
2054629,3006122,Giao hàng chậm mặc dù đơn hàng là đơn giao nhanh 2h,Vì gấp nên đặt đơn giao nhanh 2h. Tiki thông báo nhận trước 21h nhưng 10h kém vẫn không thấy bên giao hàng gọi lại báo chậm. Không hài lòng về chất lượng phục vụ của Tiki.,1
